source,target,relationship,co_mention_count,source_document,source_locator,notes
person_david_w_phillipson,person_jacke_phillips,CO_OCCURS_WITH,1,S4,S4 line 18,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_david_w_phillipson,person_laurel_phillipson,CO_OCCURS_WITH,1,S4,S4 line 18,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_jacke_phillips,person_laurel_phillipson,CO_OCCURS_WITH,1,S4,S4 line 18,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_d_site_kidane_mehret,place_k_site_maleke_aksum,CO_OCCURS_WITH,3,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_d_site_kidane_mehret,person_jacke_phillips,CO_OCCURS_WITH,1,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_d_site_kidane_mehret,person_laurel_phillipson,CO_OCCURS_WITH,1,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_d_site_kidane_mehret,object_pottery,CO_OCCURS_WITH,3,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_d_site_kidane_mehret,object_glass,CO_OCCURS_WITH,3,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_d_site_kidane_mehret,object_beads,CO_OCCURS_WITH,4,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_d_site_kidane_mehret,object_ivory,CO_OCCURS_WITH,2,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_k_site_maleke_aksum,person_jacke_phillips,CO_OCCURS_WITH,1,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_k_site_maleke_aksum,person_laurel_phillipson,CO_OCCURS_WITH,1,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_k_site_maleke_aksum,object_pottery,CO_OCCURS_WITH,2,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_k_site_maleke_aksum,object_glass,CO_OCCURS_WITH,3,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_k_site_maleke_aksum,object_beads,CO_OCCURS_WITH,2,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_k_site_maleke_aksum,object_ivory,CO_OCCURS_WITH,2,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_jacke_phillips,object_pottery,CO_OCCURS_WITH,1,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_jacke_phillips,object_glass,CO_OCCURS_WITH,1,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_jacke_phillips,object_beads,CO_OCCURS_WITH,1,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_jacke_phillips,object_ivory,CO_OCCURS_WITH,1,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_laurel_phillipson,object_pottery,CO_OCCURS_WITH,1,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_laurel_phillipson,object_glass,CO_OCCURS_WITH,1,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_laurel_phillipson,object_beads,CO_OCCURS_WITH,2,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_laurel_phillipson,object_ivory,CO_OCCURS_WITH,1,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_pottery,object_glass,CO_OCCURS_WITH,2,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_pottery,object_beads,CO_OCCURS_WITH,1,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_glass,object_beads,CO_OCCURS_WITH,4,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_glass,object_ivory,CO_OCCURS_WITH,2,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_beads,object_ivory,CO_OCCURS_WITH,2,S4,S4 line 65,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,place_mestaha_werki,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,place_adi_tsehafi,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,place_tomb_of_bazen,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,place_tomb_of_the_false_door,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,place_tombs_of_kaleb_and_gabra_maskal,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,place_mausoleum,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,place_stelae_park,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,person_laurel_phillipson,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,person_king_kaleb,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,person_jacke_phillips,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,period_aksumite,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,period_classical_aksumite,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,object_inscription,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,object_pottery,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,object_glass,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,object_beads,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,object_ivory,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,object_coins,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_l_site,object_stelae,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,place_adi_tsehafi,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,place_tomb_of_bazen,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,place_tomb_of_the_false_door,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,place_tombs_of_kaleb_and_gabra_maskal,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,place_mausoleum,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,place_stelae_park,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,person_laurel_phillipson,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,person_king_kaleb,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,person_jacke_phillips,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,period_aksumite,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,period_classical_aksumite,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,object_inscription,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,object_pottery,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,object_glass,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,object_beads,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,object_ivory,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,object_coins,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mestaha_werki,object_stelae,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,place_tomb_of_bazen,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,place_tomb_of_the_false_door,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,place_tombs_of_kaleb_and_gabra_maskal,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,place_mausoleum,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,place_stelae_park,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,person_laurel_phillipson,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,person_king_kaleb,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,person_jacke_phillips,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,period_aksumite,CO_OCCURS_WITH,3,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,period_classical_aksumite,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,object_inscription,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,object_pottery,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,object_glass,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,object_beads,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,object_ivory,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,object_coins,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_adi_tsehafi,object_stelae,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,place_tomb_of_the_false_door,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,place_tombs_of_kaleb_and_gabra_maskal,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,place_mausoleum,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,place_stelae_park,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,person_laurel_phillipson,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,person_king_kaleb,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,person_jacke_phillips,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,period_aksumite,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,period_classical_aksumite,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,object_inscription,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,object_pottery,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,object_glass,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,object_beads,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,object_ivory,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,object_coins,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_bazen,object_stelae,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,place_tombs_of_kaleb_and_gabra_maskal,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,place_mausoleum,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,place_stelae_park,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,person_laurel_phillipson,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,person_king_kaleb,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,person_jacke_phillips,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,period_aksumite,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,period_classical_aksumite,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,object_inscription,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,object_pottery,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,object_glass,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,object_beads,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,object_ivory,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,object_coins,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tomb_of_the_false_door,object_stelae,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tombs_of_kaleb_and_gabra_maskal,place_mausoleum,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tombs_of_kaleb_and_gabra_maskal,place_stelae_park,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tombs_of_kaleb_and_gabra_maskal,person_laurel_phillipson,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tombs_of_kaleb_and_gabra_maskal,person_king_kaleb,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tombs_of_kaleb_and_gabra_maskal,person_jacke_phillips,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tombs_of_kaleb_and_gabra_maskal,period_aksumite,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tombs_of_kaleb_and_gabra_maskal,period_classical_aksumite,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tombs_of_kaleb_and_gabra_maskal,object_inscription,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tombs_of_kaleb_and_gabra_maskal,object_pottery,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tombs_of_kaleb_and_gabra_maskal,object_glass,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tombs_of_kaleb_and_gabra_maskal,object_beads,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tombs_of_kaleb_and_gabra_maskal,object_ivory,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tombs_of_kaleb_and_gabra_maskal,object_coins,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_tombs_of_kaleb_and_gabra_maskal,object_stelae,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mausoleum,place_stelae_park,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mausoleum,person_laurel_phillipson,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mausoleum,person_king_kaleb,CO_OCCURS_WITH,3,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mausoleum,person_jacke_phillips,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mausoleum,period_aksumite,CO_OCCURS_WITH,3,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mausoleum,period_classical_aksumite,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mausoleum,object_inscription,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mausoleum,object_pottery,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mausoleum,object_glass,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mausoleum,object_beads,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mausoleum,object_ivory,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mausoleum,object_coins,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_mausoleum,object_stelae,CO_OCCURS_WITH,3,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_stelae_park,person_laurel_phillipson,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_stelae_park,person_king_kaleb,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_stelae_park,person_jacke_phillips,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_stelae_park,period_aksumite,CO_OCCURS_WITH,3,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_stelae_park,period_classical_aksumite,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_stelae_park,object_inscription,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_stelae_park,object_pottery,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_stelae_park,object_glass,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_stelae_park,object_beads,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_stelae_park,object_ivory,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_stelae_park,object_coins,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_laurel_phillipson,person_king_kaleb,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_laurel_phillipson,person_jacke_phillips,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_laurel_phillipson,period_aksumite,CO_OCCURS_WITH,2,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_laurel_phillipson,period_classical_aksumite,CO_OCCURS_WITH,1,S4,S4 line 102,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
